CALL_TYPE,ORIGIN_CALL,ORIGIN_STAND,TAXI_ID,TIMESTAMP,POLYLINE
C,,,20000231,07-01 08,"[[-860 4116]
 [-860 4117]
 [-861 4117]
 [-862 4117]
 [-863 4117]
 [-863 4116]
 [-864 4116]]"
C,,,20000496,07-01 10,"[[-861 4121]
 [-860 4121]
 [-860 4120]
 [-859 4120]]"
A,55499.0,,20000233,07-01 09,"[[-861 4116]
 [-861 4115]
 [-862 4115]
 [-862 4116]]"
B,,Vinte e Quatro de Agosto,20000333,07-01 10,"[[-859 4115]
 [-859 4116]
 [-859 4117]
 [-858 4117]
 [-857 4117]
 [-856 4117]
 [-855 4117]]"
B,,Cordoaria,20000005,07-01 10,"[[-861 4115]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-857 4120]
 [-856 4120]
 [-856 4121]
 [-855 4121]
 [-854 4121]
 [-855 4121]
 [-855 4122]]"
B,,Républica,20000154,07-01 09,"[[-861 4116]
 [-862 4116]
 [-862 4117]
 [-863 4117]
 [-864 4117]
 [-863 4117]
 [-863 4118]
 [-862 4118]
 [-862 4119]
 [-862 4118]]"
C,,,20000686,07-01 09,"[[-861 4115]
 [-860 4115]
 [-860 4116]
 [-860 4115]
 [-861 4115]
 [-860 4117]
 [-859 4117]]"
B,,Clérigos,20000011,07-01 10,[[-861 4115]]
B,,Ribeira,20000648,07-01 08,"[[-861 4115]
 [-860 4115]
 [-860 4116]
 [-860 4117]
 [-859 4117]
 [-858 4117]
 [-858 4118]]"
A,52403.0,,20000178,07-01 08,"[[-860 4116]
 [-860 4115]
 [-860 4114]
 [-860 4113]
 [-861 4113]]"
B,,São Bento,20000235,07-01 08,"[[-861 4115]
 [-860 4115]
 [-859 4115]
 [-859 4116]
 [-858 4115]]"
B,,Lordelo,20000089,07-01 09,"[[-864 4116]
 [-865 4116]
 [-864 4116]
 [-865 4116]
 [-864 4116]
 [-864 4115]
 [-864 4116]
 [-864 4115]
 [-863 4115]
 [-862 4115]
 [-861 4115]]"
B,,Cordoaria,20000671,07-01 10,"[[-861 4115]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-860 4117]]"
B,,Batalha,20000341,07-01 09,"[[-860 4115]
 [-860 4116]
 [-860 4117]
 [-859 4117]
 [-858 4118]
 [-858 4119]]"
C,,,20000653,07-01 10,"[[-861 4115]
 [-862 4115]
 [-863 4115]
 [-862 4116]
 [-863 4116]
 [-864 4116]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4120]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Câmara,20000325,07-01 10,[[-861 4115]]
C,,,20000367,07-01 10,"[[-861 4115]
 [-862 4115]
 [-862 4116]
 [-863 4116]
 [-864 4116]
 [-865 4116]
 [-865 4117]
 [-866 4117]
 [-867 4117]]"
B,,Cordoaria,20000360,07-01 10,"[[-861 4115]
 [-862 4115]
 [-863 4115]
 [-864 4115]
 [-865 4115]
 [-866 4115]]"
C,,,20000534,07-01 10,"[[-859 4115]
 [-859 4116]
 [-859 4117]
 [-858 4117]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-865 4123]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Brasília,20000423,07-01 07,"[[-862 4116]
 [-861 4116]
 [-861 4115]]"
B,,Cordoaria,20000560,07-01 10,"[[-861 4115]
 [-862 4115]
 [-861 4115]
 [-862 4115]
 [-863 4115]
 [-864 4115]
 [-865 4115]
 [-866 4115]]"
B,,Cordoaria,20000463,07-01 10,"[[-861 4115]
 [-860 4115]
 [-860 4114]
 [-859 4114]
 [-859 4113]
 [-860 4113]]"
C,,,20000534,07-01 10,"[[-863 4116]
 [-862 4116]
 [-862 4115]
 [-861 4115]]"
B,,Clérigos,20000686,07-01 10,"[[-861 4115]
 [-862 4115]
 [-862 4116]
 [-863 4116]
 [-863 4117]]"
C,,,20000307,07-01 10,"[[-861 4116]
 [-861 4115]
 [-860 4115]
 [-859 4115]
 [-859 4116]
 [-859 4117]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-865 4123]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000665,07-01 07,"[[-861 4116]
 [-861 4115]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-862 4119]
 [-862 4120]
 [-862 4121]
 [-862 4122]
 [-862 4123]
 [-863 4123]
 [-863 4124]
 [-864 4124]
 [-864 4125]
 [-865 4126]]"
B,,Infante,20000320,07-01 09,"[[-861 4115]
 [-862 4115]
 [-863 4115]
 [-864 4115]
 [-865 4115]
 [-865 4116]]"
A,8939.0,,20000403,07-01 10,"[[-861 4115]
 [-862 4115]
 [-861 4115]
 [-860 4115]
 [-859 4115]
 [-859 4116]
 [-858 4115]]"
C,,,20000012,07-01 07,"[[-862 4116]
 [-862 4117]
 [-863 4117]
 [-863 4118]
 [-864 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4120]
 [-865 4121]
 [-865 4120]
 [-865 4121]
 [-864 4121]]"
B,,Terço,20000621,07-01 10,"[[-860 4117]
 [-860 4116]
 [-860 4117]
 [-861 4117]
 [-862 4117]]"
C,,,20000398,07-01 10,"[[-860 4116]
 [-860 4115]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]
 [-867 4124]]"
A,43149.0,,20000688,07-01 09,"[[-858 4118]
 [-857 4118]
 [-858 4118]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-864 4117]
 [-865 4117]
 [-866 4117]
 [-866 4118]
 [-866 4117]]"
C,,,20000403,07-01 10,[[-861 4115]]
B,,Carvalhido,20000307,07-01 10,[[-862 4117]]
C,,,20000403,07-01 10,[[-861 4115]]
B,,Vinte e Quatro de Agosto,20000540,07-01 10,"[[-859 4115]
 [-859 4116]
 [-859 4117]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000305,07-01 09,"[[-860 4115]
 [-859 4115]
 [-858 4115]
 [-857 4115]
 [-858 4115]
 [-857 4115]
 [-857 4116]
 [-858 4116]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
A,23631.0,,20000503,07-01 10,"[[-863 4115]
 [-863 4116]
 [-862 4116]
 [-861 4116]
 [-861 4115]]"
B,,Cordoaria,20000600,07-01 10,"[[-861 4115]
 [-860 4115]
 [-859 4115]
 [-858 4115]]"
C,,,20000403,07-01 10,[[-861 4115]]
B,,Cordoaria,20000171,07-01 10,"[[-861 4115]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-859 4117]]"
C,,,20000686,07-01 10,"[[-861 4115]
 [-861 4116]]"
C,,,20000011,07-01 10,"[[-861 4115]
 [-862 4115]
 [-862 4116]
 [-862 4117]]"
B,,Bom Sucesso,20000201,07-01 09,"[[-863 4116]
 [-864 4116]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-866 4119]
 [-867 4119]
 [-867 4120]
 [-868 4120]
 [-869 4120]]"
B,,Cordoaria,20000486,07-01 10,"[[-861 4115]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-859 4117]]"
C,,,20000569,07-01 10,"[[-866 4119]
 [-867 4119]
 [-867 4120]
 [-868 4120]
 [-868 4119]
 [-869 4119]
 [-869 4118]
 [-868 4119]
 [-867 4119]
 [-866 4119]
 [-865 4118]
 [-864 4118]
 [-863 4118]
 [-863 4117]
 [-862 4117]
 [-861 4117]
 [-860 4117]
 [-860 4116]
 [-860 4117]]"
C,,,20000436,07-01 10,"[[-863 4116]
 [-864 4116]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Batalha,20000435,07-01 09,"[[-860 4115]
 [-859 4115]
 [-858 4115]
 [-857 4115]
 [-857 4116]
 [-858 4116]
 [-858 4117]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-865 4123]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]
 [-867 4124]
 [-866 4124]]"
A,38867.0,,20000454,07-01 09,"[[-864 4116]
 [-863 4116]
 [-862 4116]
 [-861 4116]]"
A,63882.0,,20000517,07-01 10,"[[-860 4119]
 [-859 4119]
 [-858 4118]
 [-858 4119]
 [-858 4120]
 [-857 4120]]"
C,,,20000153,07-01 10,"[[-866 4116]
 [-866 4115]
 [-866 4116]
 [-866 4115]
 [-866 4116]
 [-866 4117]
 [-865 4117]
 [-865 4118]
 [-866 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]]"
C,,,20000520,07-01 09,"[[-862 4117]
 [-861 4117]
 [-860 4117]
 [-860 4116]
 [-859 4116]
 [-859 4117]]"
A,6654.0,,20000173,07-01 09,"[[-860 4115]
 [-860 4116]
 [-859 4116]
 [-859 4117]
 [-858 4117]
 [-858 4118]
 [-857 4118]
 [-857 4117]
 [-858 4117]
 [-858 4118]
 [-858 4119]]"
A,25002.0,,20000458,07-01 08,"[[-859 4115]
 [-860 4115]
 [-860 4116]
 [-860 4117]
 [-859 4117]
 [-858 4117]
 [-858 4118]
 [-858 4119]]"
C,,,20000231,07-01 10,"[[-862 4116]
 [-863 4116]
 [-862 4116]
 [-863 4116]
 [-864 4116]]"
A,24681.0,,20000007,07-01 09,"[[-859 4116]
 [-859 4117]
 [-860 4117]]"
C,,,20000496,07-01 10,"[[-859 4120]
 [-859 4119]
 [-859 4118]
 [-859 4117]
 [-858 4117]
 [-857 4117]
 [-858 4117]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-865 4123]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]]"
A,28382.0,,20000577,07-01 09,"[[-868 4116]
 [-868 4117]
 [-867 4117]
 [-866 4117]
 [-866 4116]
 [-865 4117]
 [-865 4116]
 [-864 4116]
 [-864 4115]
 [-863 4115]
 [-863 4114]
 [-863 4113]
 [-863 4112]
 [-862 4112]
 [-861 4112]
 [-860 4111]
 [-860 4112]
 [-860 4111]
 [-859 4110]
 [-859 4109]
 [-858 4109]]"
C,,,20000398,07-01 10,"[[-865 4116]
 [-865 4117]
 [-864 4117]
 [-864 4116]
 [-864 4117]
 [-863 4118]
 [-862 4118]
 [-862 4117]]"
B,,Sá Carneiro,20000632,07-01 10,"[[-859 4117]
 [-860 4117]]"
C,,,20000672,07-01 09,"[[-856 4115]
 [-856 4114]
 [-858 4115]
 [-857 4115]
 [-857 4116]
 [-858 4116]
 [-858 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-866 4119]
 [-867 4119]
 [-867 4120]
 [-868 4120]
 [-868 4121]
 [-869 4121]
 [-869 4122]
 [-868 4122]
 [-869 4122]
 [-868 4122]
 [-869 4122]]"
B,,Nove de Abril,20000571,07-01 08,"[[-861 4118]
 [-861 4117]
 [-862 4117]]"
C,,,20000423,07-01 10,"[[-862 4117]
 [-862 4116]
 [-861 4116]
 [-861 4115]
 [-862 4115]]"
B,,Câmara,20000620,07-01 09,"[[-861 4115]
 [-860 4115]
 [-859 4115]
 [-859 4116]
 [-858 4116]
 [-857 4116]]"
A,2002.0,,20000517,07-01 11,"[[-858 4117]
 [-858 4116]
 [-859 4116]
 [-858 4115]]"
C,,,20000105,07-01 09,"[[-866 4124]
 [-866 4123]
 [-865 4122]
 [-865 4121]
 [-866 4120]
 [-867 4119]
 [-866 4119]
 [-865 4118]]"
B,,Câmara,20000235,07-01 10,"[[-861 4115]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-859 4117]
 [-858 4118]]"
C,,,20000067,07-01 09,"[[-866 4124]
 [-867 4124]
 [-867 4123]
 [-868 4123]
 [-868 4122]
 [-869 4122]
 [-869 4121]
 [-868 4121]
 [-868 4120]
 [-867 4120]
 [-867 4119]
 [-866 4119]
 [-865 4119]
 [-865 4118]
 [-864 4118]
 [-864 4117]
 [-863 4117]]"
B,,Lordelo,20000372,07-01 09,"[[-864 4116]
 [-865 4116]
 [-864 4116]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]
 [-858 4117]]"
B,,Conde Ferreira,20000612,07-01 08,"[[-858 4117]
 [-858 4118]
 [-858 4117]
 [-858 4118]
 [-858 4119]]"
C,,,20000534,07-01 10,"[[-862 4115]
 [-862 4116]
 [-863 4116]
 [-864 4116]
 [-865 4116]
 [-866 4116]
 [-866 4115]
 [-865 4115]
 [-865 4116]
 [-864 4116]
 [-863 4116]
 [-864 4116]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4120]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Terço,20000492,07-01 10,"[[-860 4117]
 [-861 4117]
 [-862 4117]]"
A,21482.0,,20000367,07-01 10,"[[-861 4115]
 [-861 4116]
 [-860 4116]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
A,28382.0,,20000167,07-01 09,"[[-868 4116]
 [-868 4117]
 [-867 4117]
 [-866 4117]
 [-865 4117]
 [-864 4117]
 [-863 4116]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-867 4119]
 [-867 4120]
 [-868 4120]
 [-868 4121]
 [-869 4121]
 [-870 4121]
 [-870 4120]]"
A,2002.0,,20000596,07-01 09,"[[-863 4116]
 [-863 4117]
 [-862 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-861 4116]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]]"
A,63882.0,,20000128,07-01 10,"[[-860 4119]
 [-859 4119]
 [-858 4118]
 [-858 4119]
 [-858 4120]
 [-857 4120]
 [-857 4121]
 [-856 4121]
 [-856 4122]
 [-856 4121]]"
A,48712.0,,20000154,07-01 10,"[[-862 4117]
 [-863 4117]
 [-862 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-865 4122]
 [-865 4123]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]
 [-867 4124]
 [-866 4124]]"
C,,,20000450,07-01 10,"[[-859 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-865 4122]
 [-865 4123]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Marquês,20000621,07-01 10,"[[-860 4117]
 [-861 4117]
 [-862 4117]]"
C,,,20000616,07-01 07,"[[-866 4124]
 [-866 4123]
 [-865 4122]
 [-865 4121]
 [-866 4120]
 [-866 4119]
 [-867 4119]
 [-866 4119]
 [-865 4118]
 [-864 4118]
 [-864 4117]
 [-863 4117]
 [-862 4117]
 [-861 4117]
 [-861 4116]
 [-861 4115]
 [-861 4116]]"
A,13265.0,,20000454,07-01 11,"[[-863 4116]
 [-864 4116]
 [-864 4117]
 [-863 4117]
 [-863 4118]
 [-862 4118]
 [-861 4118]
 [-860 4118]
 [-859 4118]
 [-859 4117]
 [-858 4117]
 [-858 4116]
 [-858 4115]]"
B,,Batalha,20000178,07-01 10,"[[-860 4115]
 [-861 4115]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
A,40667.0,,20000101,07-01 10,"[[-865 4116]
 [-864 4116]
 [-864 4117]
 [-863 4117]
 [-863 4118]
 [-862 4118]
 [-861 4118]
 [-860 4118]
 [-859 4118]
 [-859 4117]
 [-858 4117]
 [-857 4117]
 [-857 4116]
 [-856 4116]]"
C,,,20000403,07-01 10,"[[-861 4115]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Galiza,20000403,07-01 11,[[-862 4116]]
C,,,20000477,07-01 11,"[[-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
A,2974.0,,20000167,07-01 11,"[[-867 4116]
 [-867 4115]
 [-866 4115]
 [-865 4115]
 [-864 4115]
 [-863 4115]
 [-862 4115]
 [-861 4115]]"
C,,,20000197,07-01 10,"[[-858 4120]
 [-858 4119]
 [-858 4118]
 [-859 4117]
 [-860 4117]]"
B,,Batalha,20000435,07-01 11,"[[-860 4115]
 [-859 4115]
 [-858 4115]
 [-857 4115]
 [-858 4115]
 [-857 4115]
 [-858 4116]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]
 [-866 4123]
 [-865 4122]
 [-865 4121]
 [-866 4120]
 [-866 4119]
 [-867 4119]
 [-866 4119]
 [-865 4119]
 [-865 4118]
 [-864 4118]
 [-864 4117]
 [-863 4117]
 [-863 4116]]"
C,,,20000665,07-01 10,"[[-860 4115]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Carregal,20000486,07-01 11,"[[-861 4115]
 [-862 4115]
 [-861 4115]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4118]
 [-859 4118]
 [-859 4117]
 [-858 4117]
 [-858 4118]
 [-858 4119]
 [-857 4119]
 [-856 4118]
 [-856 4119]
 [-856 4118]
 [-855 4118]
 [-854 4118]]"
C,,,20000476,07-01 10,"[[-861 4116]
 [-862 4116]
 [-862 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-866 4119]
 [-866 4120]
 [-865 4120]
 [-865 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000653,07-01 10,"[[-864 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000480,07-01 10,"[[-866 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-865 4123]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Républica,20000308,07-01 10,"[[-861 4116]
 [-862 4116]
 [-863 4116]
 [-863 4117]]"
A,58137.0,,20000657,07-01 10,"[[-868 4117]
 [-868 4116]
 [-867 4116]
 [-866 4116]
 [-865 4116]]"
B,,Areosa,20000173,07-01 11,"[[-858 4119]
 [-858 4118]]"
B,,Clérigos,20000600,07-01 10,"[[-861 4115]
 [-860 4116]]"
B,,Bom Sucesso,20000011,07-01 11,"[[-863 4116]
 [-864 4116]
 [-864 4117]
 [-863 4117]
 [-863 4118]
 [-862 4118]
 [-861 4118]
 [-860 4118]
 [-859 4118]
 [-858 4117]
 [-858 4118]]"
C,,,20000451,07-01 07,"[[-860 4116]
 [-861 4116]
 [-861 4115]
 [-862 4115]
 [-862 4116]]"
B,,Câmara,20000663,07-01 10,"[[-861 4115]
 [-862 4115]
 [-862 4116]]"
B,,São Bento,20000325,07-01 10,"[[-861 4115]
 [-860 4115]]"
B,,Câmara,20000620,07-01 11,"[[-861 4115]
 [-862 4115]
 [-862 4116]
 [-862 4117]]"
A,53595.0,,20000571,07-01 11,"[[-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000569,07-01 11,"[[-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4116]
 [-859 4116]
 [-859 4117]
 [-858 4117]]"
A,23721.0,,20000105,07-01 11,"[[-867 4116]
 [-866 4116]
 [-867 4116]
 [-866 4116]
 [-865 4116]
 [-864 4116]]"
B,,Areosa,20000197,07-01 11,"[[-858 4119]
 [-858 4118]
 [-858 4119]
 [-859 4119]]"
C,,,20000569,07-01 11,"[[-859 4117]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-863 4118]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-867 4119]
 [-867 4120]
 [-868 4120]
 [-869 4120]
 [-869 4119]
 [-870 4119]]"
A,63882.0,,20000007,07-01 11,"[[-859 4117]
 [-860 4117]
 [-860 4118]
 [-861 4118]
 [-862 4118]
 [-862 4119]
 [-862 4120]
 [-862 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000663,07-01 11,"[[-862 4114]
 [-861 4115]
 [-862 4114]
 [-861 4114]
 [-860 4114]
 [-860 4115]
 [-861 4115]
 [-860 4115]
 [-860 4116]]"
C,,,20000386,07-01 12,"[[-857 4117]
 [-856 4117]
 [-856 4118]
 [-857 4118]
 [-857 4119]
 [-858 4119]
 [-857 4119]
 [-858 4119]]"
C,,,20000540,07-01 10,"[[-861 4118]
 [-862 4118]
 [-861 4118]
 [-860 4118]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]
 [-866 4124]]"
C,,,20000367,07-01 11,"[[-861 4115]
 [-862 4115]
 [-862 4116]
 [-862 4117]
 [-863 4117]
 [-862 4117]]"
A,41672.0,,20000672,07-01 11,"[[-864 4116]
 [-863 4116]
 [-862 4116]
 [-862 4115]
 [-861 4115]]"
B,,Infante,20000561,07-01 11,"[[-861 4115]
 [-862 4115]
 [-863 4115]
 [-864 4115]
 [-864 4116]]"
A,17343.0,,20000570,07-01 08,"[[-867 4116]
 [-868 4116]
 [-867 4116]
 [-866 4116]
 [-865 4117]
 [-865 4116]]"
A,57270.0,,20000463,07-01 10,"[[-860 4113]
 [-859 4113]
 [-859 4114]
 [-858 4114]
 [-857 4114]
 [-858 4115]
 [-857 4115]
 [-858 4116]
 [-858 4117]
 [-859 4117]
 [-859 4118]
 [-859 4119]
 [-859 4120]
 [-858 4120]
 [-859 4120]
 [-860 4120]
 [-860 4121]
 [-861 4121]
 [-862 4121]
 [-863 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
C,,,20000472,07-01 09,"[[-861 4115]
 [-861 4116]
 [-861 4115]
 [-861 4116]
 [-860 4116]
 [-860 4117]
 [-860 4116]
 [-859 4116]
 [-860 4116]
 [-859 4116]]"
C,,,20000307,07-01 10,"[[-863 4118]
 [-863 4117]
 [-863 4116]
 [-862 4116]
 [-861 4116]]"
A,59134.0,,20000496,07-01 11,"[[-862 4116]
 [-862 4117]
 [-863 4117]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-864 4121]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
B,,Trindade,20000195,07-01 10,"[[-860 4116]
 [-861 4116]
 [-860 4116]
 [-861 4116]]"
C,,,20000520,07-01 11,"[[-861 4115]
 [-862 4115]
 [-862 4116]
 [-863 4116]
 [-864 4116]
 [-864 4117]
 [-864 4118]
 [-865 4118]
 [-865 4119]
 [-866 4119]
 [-866 4120]
 [-865 4121]
 [-865 4122]
 [-866 4123]
 [-866 4124]
 [-867 4124]]"
