CLUSTER_ID,COORDINATES
3153,[ -8.342487  41.379561]
3154,[ -8.277687  41.192325]
3155,[ -8.60319   40.873518]
3156,[ -7.66872   41.063274]
3157,[ -8.178525  41.233095]
3158,[ -8.338338  40.091463]
3159,[ -8.420463  41.407227]
3160,[ -8.09019   41.102037]
3161,[ 52.900803  31.992111]
3162,[ -8.395047  41.585454]
3163,[ -9.092574  38.774889]
3164,[ -8.506656  41.266449]
3165,[ -8.332983  41.586507]
3166,[ -8.561799  41.633487]
3167,[ -8.433963  40.440663]
3168,[ -8.430435  41.366268]
3169,[ -8.493327  40.831425]
3170,[ -8.51814   40.956534]
3171,[ -8.444916  41.195349]
3172,[ -8.279613  41.217381]
3173,[ -7.735014  41.294763]
3174,[ -8.497683  40.939272]
3175,[ -8.190801  41.153454]
3176,[ -8.19747   41.258619]
3177,[ -8.175384  41.449014]
3178,[ -8.672688  41.952987]
3179,[ -7.57782   41.173119]
3180,[ -8.549559  41.486184]
3181,[ -8.861751  41.843097]
3182,[ -8.363583  41.406372]
3183,[ -8.401752  40.690116]
3184,[ -8.571168  40.047264]
3185,[ -9.05958   39.615102]
3186,[ -8.317539  41.415372]
3187,[ -8.548254  40.806873]
3188,[ -8.361684  41.601771]
3189,[ -8.601525  40.632255]
3190,[ -8.367021  41.454558]
3191,[ -8.334972  41.27724 ]
3192,[ -8.576622  41.247171]
3193,[ -8.609391  40.874553]
3194,[ -8.49906   40.502502]
3195,[ -8.5464    40.664133]
3196,[ -8.151102  41.331357]
3197,[ -7.460739  41.754798]
3198,[ -7.791498  41.083569]
3199,[ -8.292717  41.208093]
3200,[ -8.385633  41.224977]
3201,[ -8.35506   41.316102]
3202,[ -8.254566  40.914297]
3203,[ -8.364843  41.546295]
3204,[ -8.429526  40.200318]
3205,[ -8.474418  41.544369]
3206,[ -8.454375  41.011992]
3207,[ -8.835732  41.703597]
3208,[ -8.617302  39.918816]
3209,[ -8.463843  41.372703]
3210,[ -7.480521  41.73588 ]
3211,[ -7.652034  40.347468]
3212,[ -8.58159   40.970142]
3213,[ -8.529174  40.632507]
3214,[ -8.345979  41.051574]
3215,[ -8.478225  40.790853]
3216,[ -8.595666  41.418864]
3217,[ -8.303634  40.905198]
3218,[ -9.141057  38.715399]
3219,[ -7.553979  41.418135]
3220,[ -8.360172  41.198661]
3221,[ -8.239356  41.215446]
3222,[ -8.545536  40.742595]
3223,[ -7.555329  41.096853]
3224,[ -8.551305  41.3631  ]
3225,[ -9.076581  39.604698]
3226,[ -8.263566  41.215158]
3227,[ -8.354223  40.902228]
3228,[ -8.546778  40.651965]
3229,[ -8.171604  41.445495]
3230,[ -8.034183  41.249979]
3231,[ -8.393535  41.044797]
3232,[ -8.235756  41.081463]
3233,[ -8.090532  41.258826]
3234,[ -8.438814  41.50197 ]
3235,[ -8.777943  41.435847]
3236,[ -8.393481  41.344452]
3237,[ -8.571816  41.293602]
3238,[ -8.463627  40.939776]
3239,[ -8.550387  41.57577 ]
3240,[ -8.413182  41.280732]
3241,[ -7.77744   41.023773]
3242,[ -8.497242  41.109741]
3243,[ -8.487594  40.71078 ]
3244,[ -8.51364   41.357979]
3245,[ -8.702622  41.373747]
3246,[ -8.63901   40.398021]
3247,[ -8.785611  41.416128]
3248,[ -8.529273  40.746042]
3249,[ -8.583804  40.926204]
3250,[ -8.096544  40.432248]
3251,[ -8.560323  40.587984]
3252,[ -8.13285   41.193648]
3253,[ -8.374113  40.523184]
3254,[ -7.510824  41.564178]
3255,[ -8.349021  41.521428]
3256,[ -8.033157  41.45814 ]
3257,[ -8.512902  41.488083]
3258,[ -8.569152  40.979916]
3259,[ -8.417817  40.56417 ]
3260,[ -8.387496  40.385115]
3261,[ -8.581158  41.244714]
3262,[ -8.611659  40.472874]
3263,[ -8.470476  41.490288]
3264,[ -8.323731  41.228469]
3265,[ -8.848674  40.151052]
3266,[ -8.792091  41.705523]
3267,[ -8.336367  41.46435 ]
3268,[ -8.057871  40.930443]
3269,[ -8.447409  40.943124]
3270,[ -7.807338  41.15772 ]
3271,[ -8.360901  41.318694]
3272,[ -7.338186  40.778595]
3273,[ -8.536131  41.563728]
3274,[ -8.306253  41.23926 ]
3275,[ -8.145594  41.300712]
3276,[ -8.684073  40.589469]
3277,[ -7.96212   41.569578]
3278,[ -8.634816  41.319009]
3279,[-17.642952  34.885458]
3280,[ -6.737985  40.588479]
3281,[ -7.968069  41.142807]
3282,[ -8.666388  41.416452]
3283,[ -7.711974  41.115465]
3284,[ -7.779789  41.161068]
3285,[ -9.060759  38.86497 ]
3286,[ -8.689284  39.947661]
3287,[ -8.781858  41.423445]
3288,[ -8.177229  41.260536]
3289,[ -9.32247   39.364641]
3290,[ -8.817993  41.809914]
3291,[ -8.493471  41.537412]
3292,[ -8.214822  41.231196]
3293,[ -8.619264  41.31099 ]
3294,[ -8.487405  40.964373]
3295,[ -8.220492  41.047668]
3296,[ -8.626113  41.504031]
3297,[ -8.780913  41.417253]
3298,[ -8.242461  41.161725]
3299,[ -8.188893  41.352246]
3300,[ -9.105336  38.773674]
3301,[ -7.220907  41.44464 ]
3302,[ -8.559666  40.825557]
3303,[ -8.810667  41.712894]
3304,[ -8.337042  41.473836]
3305,[ -8.246241  41.248449]
3306,[ -8.416845  41.175   ]
3307,[ -8.234487  41.158386]
3308,[ -8.518266  41.549904]
3309,[ -8.04348   41.129775]
3310,[ -8.733132  40.621221]
3311,[ -9.064449  39.597291]
3312,[ -8.409672  41.538816]
3313,[ -8.2422    41.276169]
3314,[ -8.754588  41.530059]
3315,[ -8.127045  41.269689]
3316,[ -8.28108   41.106726]
3317,[ -8.393643  41.041035]
3318,[ -7.334577  41.434758]
3319,[ -7.944831  41.641866]
3320,[ -8.386965  41.215239]
3321,[ -8.30232   41.235894]
3322,[ -8.215047  41.11416 ]
3323,[ -8.653923  40.593087]
3324,[ -8.421696  40.961052]
3325,[ -7.117155  41.230206]
3326,[ -8.278533  41.545458]
3327,[ -8.343936  41.186826]
3328,[ -8.278785  41.112414]
3329,[ -8.633007  39.916233]
3330,[ -8.431479  41.569434]
3331,[ -8.468748  41.390838]
3332,[ -8.74413  41.48244]
3333,[ -8.865513  41.819148]
3334,[ -8.228907  41.405229]
3335,[ -9.195876  38.753109]
3336,[ -8.647848  40.57569 ]
3337,[ -8.561088  40.984713]
3338,[ -8.431254  41.566095]
3339,[ -8.49375  40.1202 ]
3340,[ -8.263215  41.451687]
3341,[ -8.542314  40.764969]
3342,[ -8.453133  41.131818]
3343,[ -7.49961   41.705631]
3344,[ -8.589987  41.274783]
3345,[ -8.094726  40.960449]
3346,[ -8.747019  41.534703]
3347,[ -8.285157  41.355873]
3348,[ -8.53335   40.852611]
3349,[ -8.069238  41.287842]
3350,[ -8.012682  41.394753]
3351,[ -8.641242  40.973319]
3352,[ -8.130456  41.185755]
3353,[ -8.329428  41.169744]
3354,[ -9.442458  38.699226]
3355,[ -8.585154  41.917905]
3356,[ -8.59914   40.971888]
3357,[ -7.19802   41.483988]
3358,[ -8.589087  41.769693]
3359,[ -8.69832   41.360229]
3360,[ -8.422317  41.535027]
3361,[ -8.418285  40.219641]
3362,[ -8.237664  41.039685]
3363,[ -7.769196  41.328081]
3364,[ -8.343531  40.822182]
3365,[ -9.098253  38.763693]
3366,[ -8.086851  41.42304 ]
3367,[ -8.410554  40.371732]
3368,[ -8.529426  40.944402]
3369,[ -8.522451  42.060312]
3370,[ -8.448507  41.298264]
3371,[ -8.493561  41.014305]
3372,[ -8.644113  42.048306]
3373,[ -7.984242  41.435811]
3374,[ -7.956126  40.616478]
3375,[ -8.229996  41.307084]
3376,[ -8.554743  40.834647]
3377,[-14.514723  44.607951]
3378,[ -8.398143  40.214196]
3379,[ -8.402283  41.297643]
3380,[ -8.161902  41.213052]
3381,[ -8.32896   41.350995]
3382,[ -8.753994  41.706927]
3383,[ -8.586396  40.958073]
3384,[ -8.18523   41.442444]
3385,[ -8.151021  41.197086]
3386,[ -8.494452  41.459463]
3387,[ -8.701074  41.426577]
